,commutepublic_1,equipten,tollten,card2type_3,tenure,bfast_2,card2benefit_3,reason_2,card2_2,cars_1,creddebt,polcontrib_1,pets_small,longmon,ownpda_1,age,townsize_3.0,spousedcat_5,card_3,ownvcr_1,card2_5,commute_2,debtinc,tollmon,card2type_2,vote_1,forward_1,card2benefit_2,ownipod_1,reason_9,inccat_5,carcatvalue_1,spousedcat_4,commuterail_1,employ,card2_3,townsize_4.0,polparty_1,card_2,spousedcat_1,telecommute_1,agecat_6,response_01_1,response_02_1,owncd_1,carown_0,card2fee_1,ownpc_1,cars_7,agecat_3,longten,spousedcat_2,commutemotorcycle_1,spousedcat_3,wireten,carvalue,cardtype_4,card2tenure,carown_1,equipmon,hourstv,cardfee_1,cars_4,income,cars_6,cars_5,cars_2,agecat_5,townsize_2.0,jobsat_4,townsize_5.0,pets_saltfish,cardtenure,region_3,cardten,voice_1,retire_1,othdebt,churn_1,card2benefit_4,ed,card2_4,owngame_1,cardmon,polview_6,reason_4,commute_4,confer_1,pets,edcat_5,carcatvalue_3,pets_freshfish,commutebus_1,commute_3,cardtype_3,spoused,response_03_1,region_4,address,commute_10,commute_8,commutetime,card_5,union_1,card_4,owntv_1,edcat_4,reside,tollfree_1,wiremon,commute_9
3642,0,12.05,0.0,1,2,0,0,0,0,0,0.8268479999999999,0,0,2.65,0,38,0,0,0,1,0,0,8.7,0.0,0,0,0,1,1,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5.2,0,1,0,0.0,14.9,0,2,1,19.5,17,1,0,44.0,0,0,1,0,1,1,0,0,1,1,0.0,0,0,3.001152,1,0,20,1,1,0.0,0,0,0,0,2.0,1,0,0,0,0,1,-1,0,0,14.0,0,0,26.0,0,0,0,1,0,1,0,0.0,0
3643,0,0.0,1084.0,1,61,0,0,0,0,0,1.217528,0,0,25.75,0,37,0,0,0,1,0,0,5.2,18.5,0,1,0,1,0,1,0,0,0,0,3.0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1496.2,0,0,1,0.0,-1.0,0,19,0,0.0,19,1,0,46.0,0,0,0,0,1,0,0,0,19,0,1015.0,0,0,1.174472,0,0,16,0,0,15.75,0,0,0,0,12.5,0,0,8,0,0,1,15,0,1,12.0,1,0,27.0,0,0,1,1,0,2,1,0.0,0
3644,0,0.0,0.0,0,70,1,0,0,0,0,1.5446340000000003,0,0,20.05,0,71,0,0,0,1,0,0,6.9,0.0,0,0,0,0,0,0,0,1,0,1,22.0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1310.4,0,0,0,0.0,16.1,0,29,0,0.0,16,0,0,39.0,0,0,1,0,0,1,0,0,39,0,2700.0,0,1,1.146366,0,1,14,1,1,48.75,0,0,0,0,9.0,0,0,9,1,0,0,-1,0,0,45.0,0,0,22.0,0,0,0,1,0,1,0,0.0,0
3645,0,0.0,0.0,0,21,1,1,0,0,0,0.532389,0,0,4.6,0,51,0,0,1,1,1,0,5.1,0.0,0,1,1,0,0,0,0,0,0,1,14.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,96.75,0,0,0,0.0,27.900000000000002,1,9,1,0.0,23,0,0,73.0,0,0,1,1,0,0,1,0,7,0,0.0,0,0,3.1906109999999996,0,0,10,0,0,0.0,1,1,0,1,12.0,0,0,10,1,0,0,7,0,0,25.0,0,0,24.0,0,0,0,1,0,2,0,0.0,0
3646,0,0.0,2212.75,0,65,0,0,0,0,0,0.160952,1,0,27.8,0,77,0,0,0,1,0,0,6.2,34.75,1,0,1,1,0,1,0,1,0,0,29.0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1857.85,0,0,0,0.0,13.600000000000001,0,24,1,0.0,27,0,0,22.0,0,0,1,0,0,1,0,0,33,0,2325.0,0,1,1.203048,0,0,10,0,0,35.0,1,0,1,1,1.0,0,0,0,1,0,0,11,0,0,22.0,0,0,17.0,0,0,0,1,0,2,1,0.0,0
3647,0,0.0,0.0,0,2,1,1,0,0,0,0.435864,0,0,2.55,0,63,0,0,0,1,1,0,4.3999999999999995,0.0,0,1,0,0,1,1,0,0,0,0,6.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4.3,0,0,1,0.0,27.0,0,2,1,0.0,20,1,0,39.0,0,0,1,1,0,0,0,0,1,0,0.0,0,0,1.280136,0,0,13,0,1,0.0,0,0,0,0,5.0,0,0,4,0,0,0,15,0,0,14.0,0,0,36.0,0,0,0,1,0,2,0,0.0,0
3648,1,0.0,0.0,0,43,1,0,0,1,0,1.153008,0,0,9.0,0,51,0,0,0,1,0,0,3.5999999999999996,0.0,0,1,0,0,1,1,0,0,0,1,9.0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,383.0,0,0,0,0.0,35.300000000000004,0,14,1,0.0,24,0,0,68.0,0,0,1,1,0,0,0,0,23,0,0.0,0,0,1.294992,0,0,19,0,1,0.0,1,0,0,0,1.0,0,0,0,0,0,0,-1,0,0,17.0,0,0,11.0,0,0,0,1,1,1,0,0.0,0
3649,0,0.0,2213.625,1,69,0,0,0,0,0,4.58127075,0,0,17.15,0,62,0,0,0,1,0,0,15.4,42.5,0,1,1,0,0,1,1,0,0,0,34.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1137.35,0,0,0,0.0,63.949999999999996,0,26,1,0.0,17,0,0,131.5,0,0,0,1,0,1,0,0,35,0,2645.0,0,0,9.316497750000002,0,1,14,0,0,39.25,0,0,0,1,8.0,0,1,7,0,0,0,-1,0,0,30.0,0,0,18.0,0,0,1,1,0,1,1,0.0,0
3650,0,1275.40625,0.0,0,50,0,0,0,1,0,0.6935279999999999,1,0,12.95,0,24,0,0,0,1,0,0,7.1,0.0,0,0,0,1,1,1,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,649.5,0,0,1,0.0,10.9,0,6,0,39.6,23,0,0,22.0,0,0,1,0,0,0,0,0,6,0,635.0,1,0,0.8684719999999999,1,0,19,0,1,13.0,0,0,1,0,2.0,0,0,0,1,0,0,15,0,0,3.0,0,0,25.0,0,0,0,1,1,4,0,0.0,0
3651,0,800.2,0.0,0,37,0,1,0,0,0,4.58127075,1,0,6.75,0,40,0,0,0,1,0,0,10.8,0.0,0,1,0,0,1,1,1,0,0,1,10.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,257.75,0,0,0,0.0,63.949999999999996,0,5,1,22.45,22,0,0,131.5,0,0,0,0,0,0,0,0,18,0,0.0,0,0,9.316497750000002,1,0,16,0,0,0.0,0,0,0,0,5.0,0,1,4,1,0,0,-1,0,0,4.0,0,0,22.0,0,0,0,1,0,1,0,0.0,0
3652,0,0.0,0.0,0,24,0,0,0,0,0,0.08032500000000001,0,0,7.0,0,23,0,0,0,1,0,0,10.5,0.0,0,1,0,0,0,1,0,1,0,0,0.0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,176.45,0,0,0,0.0,6.6000000000000005,0,5,0,0.0,20,0,0,15.0,0,0,1,0,0,0,0,0,5,0,0.0,0,0,1.494675,0,1,16,0,1,0.0,0,0,0,1,0.0,0,0,0,0,0,0,-1,0,0,2.0,0,0,18.0,0,0,0,1,0,4,0,0.0,1
3653,0,0.0,0.0,0,35,0,0,0,0,0,1.5986699999999998,0,0,7.05,0,42,0,1,0,1,0,1,18.6,0.0,0,0,0,0,1,1,0,0,0,0,5.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,243.95,0,1,0,0.0,-1.0,0,17,0,0.0,15,0,0,45.0,0,0,0,0,0,0,0,0,13,0,0.0,0,0,6.771329999999999,1,0,17,1,0,0.0,0,0,0,0,12.0,0,0,10,0,0,0,20,0,0,13.0,0,0,16.0,0,0,0,1,1,4,0,0.0,0
3654,0,59.8,66.25,0,3,0,1,0,0,0,1.076677,0,0,3.55,0,21,1,0,0,1,0,0,4.9,21.25,1,0,1,0,1,1,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,11.4,0,0,1,49.05,17.3,1,2,1,27.25,27,0,0,43.0,0,0,1,0,0,0,0,0,1,1,25.0,0,0,1.030323,1,0,16,0,0,15.0,0,0,0,1,2.0,0,0,0,1,0,0,15,0,0,2.0,0,1,27.0,1,0,0,1,0,6,1,34.7,0
3655,0,1197.25,746.25,0,28,0,0,0,0,0,2.317848,0,0,10.2,0,36,0,0,0,1,0,0,7.6,26.5,1,1,1,0,1,1,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,271.5,0,1,0,224.90625,38.300000000000004,0,7,1,45.25,21,1,0,69.0,0,0,1,0,0,1,0,0,13,0,380.0,0,0,2.9261519999999996,1,0,17,0,1,14.5,1,0,0,1,1.0,0,0,0,0,0,1,-1,1,1,12.0,0,0,27.0,0,0,1,1,1,1,1,47.25,0
3656,0,0.0,0.0,0,7,0,0,0,1,1,1.7780189999999998,1,0,3.55,0,27,0,0,0,1,0,0,10.7,0.0,1,1,0,1,0,1,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19.0,0,0,0,0.0,12.8,1,3,1,0.0,11,0,0,29.0,0,0,0,0,0,0,0,0,3,1,0.0,0,0,1.324981,0,0,16,0,0,0.0,0,0,1,0,0.0,0,0,0,1,0,0,-1,0,0,3.0,0,0,31.0,0,1,1,1,0,1,0,0.0,0
3657,0,0.0,423.2,1,22,0,1,0,0,0,0.8924999999999998,1,0,7.4,0,43,1,0,1,1,0,0,11.899999999999999,20.75,0,0,1,0,1,0,0,1,0,0,13.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,153.65,0,0,0,0.0,14.0,0,8,1,0.0,14,1,0,50.0,0,0,1,0,0,0,0,0,10,1,425.0,0,0,5.057499999999999,0,0,14,0,0,20.75,0,0,0,1,0.0,0,0,0,0,0,1,11,0,0,12.0,0,0,31.0,0,1,0,1,0,6,1,0.0,0
3658,0,0.0,1344.05,0,49,0,0,0,1,0,4.58127075,0,0,12.45,0,61,0,0,0,1,0,0,12.5,27.75,0,1,0,0,0,1,1,0,1,1,16.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,573.75,0,0,0,224.90625,63.949999999999996,1,18,1,0.0,21,0,0,131.5,0,0,1,1,0,0,0,0,23,0,675.0,0,0,9.316497750000002,0,1,18,0,0,14.5,0,0,0,1,5.0,0,1,0,1,0,0,19,0,1,17.0,0,0,29.0,0,1,1,1,1,4,1,40.6,0
3659,0,0.0,0.0,0,3,0,0,0,1,0,0.164274,0,0,2.1,0,36,0,0,0,1,0,0,2.1999999999999997,0.0,0,1,0,0,0,1,0,1,0,1,5.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.7,0,0,0,0.0,8.700000000000001,0,2,0,0.0,17,0,1,19.0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0.253726,0,0,15,0,0,0.0,0,0,0,0,9.0,0,0,8,0,0,0,-1,0,0,11.0,0,0,31.0,0,0,0,1,0,3,0,0.0,0
3660,0,0.0,0.0,1,53,0,0,0,1,0,1.311728,0,0,19.35,0,51,0,0,1,1,0,0,4.3999999999999995,0.0,0,1,0,0,1,1,0,0,0,0,18.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1061.95,0,0,0,0.0,35.4,0,19,1,0.0,20,1,0,58.0,0,0,0,1,0,0,0,0,24,0,695.0,0,0,1.240272,0,0,13,0,0,13.25,0,0,0,1,3.0,0,0,0,1,0,1,-1,0,1,8.0,0,0,28.0,0,0,0,1,0,2,0,0.0,0
3661,0,0.0,81.75,0,4,0,0,0,0,0,1.366944,0,0,1.25,0,18,0,0,0,0,0,0,17.4,19.5,1,0,1,0,0,1,0,1,0,1,0.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5.25,0,0,0,0.0,6.9,0,1,1,0.0,16,0,0,16.0,0,0,1,0,0,0,0,0,1,1,80.0,0,0,1.4170559999999999,1,1,13,1,0,28.0,0,0,0,1,0.0,0,0,0,0,0,1,-1,0,0,0.0,0,0,27.0,0,0,0,1,0,1,1,0.0,0
3662,0,159.8,0.0,0,9,0,0,0,1,0,0.37665599999999994,0,0,4.6,0,42,0,0,0,1,0,0,7.6,0.0,0,0,0,1,1,1,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,49.05,0,0,0,0.0,26.0,0,3,1,21.15,14,0,0,42.0,0,0,0,0,0,1,1,0,5,0,0.0,0,0,2.8153439999999996,1,0,16,0,0,0.0,1,0,0,0,2.0,0,0,0,1,0,1,-1,0,0,23.0,0,0,34.0,0,1,0,1,0,2,0,0.0,0
3663,0,328.55,277.6,0,11,0,1,0,1,0,4.58127075,1,0,5.05,0,57,0,0,0,1,0,0,25.4,23.25,0,1,1,0,0,1,1,0,1,0,21.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,55.9,0,0,0,0.0,63.949999999999996,0,4,1,35.95,19,0,0,131.5,0,0,1,1,0,0,0,0,5,0,165.0,0,0,9.316497750000002,1,0,15,0,0,17.0,0,0,0,1,1.0,0,1,0,0,0,0,18,0,0,14.0,0,0,12.0,0,0,1,1,0,4,1,0.0,0
3664,0,0.0,1232.25,0,45,0,1,0,0,0,1.21878,0,0,16.75,1,36,0,0,1,1,0,0,6.1,27.75,1,1,1,0,0,1,0,0,0,1,6.0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,748.9,0,0,0,224.90625,25.0,0,17,0,0.0,20,0,0,60.0,0,1,0,0,1,1,0,0,18,0,895.0,1,0,2.4412200000000004,0,0,15,1,1,21.5,1,0,0,1,4.0,0,0,0,1,0,0,9,0,0,17.0,0,0,21.0,0,0,0,1,0,3,1,35.25,0
3665,0,0.0,0.0,0,44,0,0,0,0,0,4.58127075,0,0,14.75,0,41,0,0,1,1,1,0,15.0,0.0,1,0,0,0,0,1,0,0,1,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,619.8,0,0,0,0.0,35.6,0,17,1,0.0,17,0,0,66.0,0,0,0,0,1,0,0,0,20,0,475.0,0,0,2.7423,1,1,15,0,0,11.75,0,0,0,0,0.0,0,0,0,0,0,0,17,0,1,12.0,0,0,36.0,0,0,0,1,0,2,0,0.0,0
3666,0,1275.40625,2213.625,1,71,0,0,0,0,1,4.58127075,0,0,32.825,1,75,0,1,0,1,0,0,4.3,61.25,0,0,1,0,1,1,1,0,0,0,34.5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2126.825,0,0,0,224.90625,63.949999999999996,0,28,1,69.1,20,1,0,131.5,0,0,0,0,0,0,0,0,37,0,1910.0,1,1,6.022494,0,0,20,0,1,27.25,0,0,0,1,2.0,1,1,0,1,0,0,20,0,1,51.0,0,1,26.0,0,0,1,1,0,2,1,52.40625,0
3667,1,0.0,0.0,0,64,1,0,0,0,0,0.32895,0,0,24.75,0,70,0,0,0,1,0,0,5.0,0.0,0,0,0,0,0,1,0,1,0,1,31.0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1680.05,0,0,0,0.0,7.4,0,24,0,0.0,22,0,0,17.0,0,0,1,0,1,1,0,0,33,0,1280.0,0,1,0.52105,0,0,9,0,0,20.5,0,0,1,0,2.0,0,0,0,1,0,1,-1,0,0,28.0,0,0,29.0,0,0,0,1,0,1,0,0.0,0
3668,0,1275.40625,2213.625,0,58,0,0,0,0,0,4.58127075,0,0,11.05,0,41,0,0,0,1,0,0,18.0,38.0,1,1,1,0,0,1,0,0,0,1,7.0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,652.7,0,0,0,224.90625,-1.0,0,21,0,43.25,24,0,0,45.0,0,0,0,0,0,1,0,0,19,0,1710.0,1,0,2.0897999999999994,0,1,13,1,0,27.25,0,0,0,1,1.0,0,0,0,0,0,0,-1,0,0,15.0,0,1,20.0,0,0,0,1,0,3,1,31.8,0
3669,0,0.0,1379.8,0,57,1,0,0,1,0,0.34967999999999994,0,0,18.05,0,77,0,0,0,1,0,0,18.6,26.25,0,0,1,0,0,1,0,1,0,1,20.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1040.7,0,0,0,0.0,19.3,1,17,1,0.0,28,0,1,40.0,0,0,0,0,1,1,0,0,27,0,1085.0,0,0,7.090319999999999,0,0,10,0,0,18.75,0,0,0,1,0.0,0,0,0,0,0,0,-1,0,0,33.0,0,0,26.0,0,0,1,1,0,1,1,0.0,0
3670,0,0.0,0.0,0,30,0,0,0,0,0,0.24162300000000003,0,0,5.45,0,30,0,0,1,1,0,0,8.1,0.0,0,1,0,0,0,1,0,1,0,0,3.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,138.05,1,0,0,0.0,10.0,0,12,0,0.0,17,0,0,19.0,0,0,0,0,1,0,0,0,10,0,0.0,0,0,1.297377,0,1,14,1,0,0.0,0,0,0,0,1.0,0,0,0,1,0,0,12,0,0,6.0,0,0,25.0,0,0,0,1,0,2,0,0.0,0
3671,0,0.0,0.0,1,44,1,0,0,0,0,1.725048,0,0,10.7,0,76,0,0,1,1,1,0,5.7,0.0,0,0,0,0,1,1,0,0,0,0,16.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,475.4,0,0,0,0.0,39.1,1,17,1,0.0,26,0,1,78.0,0,0,0,0,1,1,0,0,18,0,0.0,0,0,2.7209519999999996,0,1,12,0,0,0.0,0,0,0,1,12.0,0,0,8,0,0,0,-1,0,0,26.0,0,0,20.0,0,0,0,1,0,1,0,0.0,0
3672,0,0.0,1162.85,0,51,1,0,0,1,0,3.751713,1,0,8.0,0,57,1,0,1,1,0,0,11.899999999999999,20.75,0,1,0,1,1,0,0,0,0,1,16.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,398.0,0,0,0,0.0,40.400000000000006,0,20,1,0.0,30,0,0,93.0,0,0,1,1,0,0,0,0,22,0,795.0,1,0,7.315287,0,0,17,0,0,15.25,0,0,0,0,4.0,0,1,0,0,0,0,-1,1,1,23.0,0,0,24.0,0,0,0,1,1,1,1,0.0,0
3673,0,0.0,0.0,0,43,0,0,0,0,0,1.079078,0,0,9.25,0,64,0,0,0,1,0,0,14.299999999999999,0.0,0,0,0,0,1,1,0,1,0,0,2.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,369.7,0,0,0,0.0,12.600000000000001,0,12,0,0.0,20,0,0,22.0,0,0,0,1,1,1,0,0,23,1,0.0,0,0,2.066922,0,0,12,1,0,0.0,0,0,0,0,0.0,0,0,0,1,0,0,11,1,0,37.0,0,0,23.0,0,0,0,1,0,2,0,0.0,0
3674,0,0.0,1440.9,0,66,0,0,0,1,0,1.82688,0,0,24.55,0,62,0,0,0,1,0,0,19.2,21.5,0,1,1,0,1,1,0,0,0,0,18.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1555.9,0,0,0,0.0,27.0,0,27,1,0.0,17,0,0,55.0,0,0,0,1,1,0,0,0,32,0,1120.0,0,0,8.73312,0,0,13,0,0,17.25,0,0,0,1,0.0,0,0,0,0,0,0,-1,0,0,27.0,0,0,20.0,0,0,0,1,0,1,1,0.0,0
3675,0,1275.40625,0.0,0,54,0,0,0,0,0,2.4555719999999996,1,0,16.45,1,60,0,0,0,1,0,0,6.2,0.0,0,0,0,1,1,1,1,0,0,1,26.0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,827.0,0,0,0,0.0,41.0,0,12,1,29.9,18,1,0,131.5,0,0,0,1,0,0,1,0,15,1,0.0,0,0,7.526427999999999,1,0,17,1,1,0.0,0,0,0,1,1.0,0,1,0,1,0,1,-1,0,0,18.0,0,0,27.0,0,0,0,1,1,1,0,0.0,0
3676,0,0.0,903.85,0,43,0,0,0,0,0,0.9534000000000001,0,0,12.7,0,25,0,0,0,1,0,0,16.8,21.75,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,552.9,0,1,1,0.0,12.600000000000001,0,7,1,0.0,18,0,0,25.0,0,0,0,0,0,0,1,0,7,0,590.0,0,0,3.2466,0,0,19,1,1,15.25,0,0,0,0,7.0,0,0,7,1,0,0,16,1,1,5.0,0,0,29.0,0,1,0,1,1,3,1,0.0,0
3677,0,1275.40625,1991.65,0,66,1,1,0,1,1,2.23648,0,0,11.65,0,75,0,0,0,1,0,0,24.099999999999998,30.5,0,0,0,0,1,1,0,1,0,0,21.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,769.0,0,0,0,0.0,16.0,1,24,0,37.8,23,0,0,32.0,0,0,0,0,0,1,0,0,34,0,1185.0,0,1,5.4755199999999995,0,0,17,0,1,17.0,0,0,1,0,0.0,0,0,0,1,0,0,-1,0,1,53.0,0,0,31.0,1,0,0,1,1,1,1,0.0,0
3678,0,0.0,201.65,0,10,0,0,0,1,0,0.35511000000000004,0,0,2.55,0,22,0,0,0,1,0,0,4.2,19.0,1,1,0,1,0,1,0,1,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34.4,0,0,0,0.0,10.0,0,3,1,0.0,19,1,0,19.0,0,0,1,0,0,0,0,0,5,0,35.0,0,0,0.44289,0,0,17,0,0,5.25,0,0,1,1,1.0,0,0,0,1,0,0,-1,0,1,2.0,0,0,28.0,1,1,0,1,1,3,1,0.0,0
3679,0,0.0,0.0,1,45,0,0,1,1,0,3.5932160000000004,0,0,17.3,0,44,0,0,1,1,0,0,12.8,0.0,0,0,0,1,0,0,0,0,0,0,18.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,735.25,0,0,0,0.0,30.3,1,18,1,0.0,12,0,0,58.0,0,1,0,0,0,1,1,0,26,0,645.0,0,0,3.830784,0,0,12,0,0,15.0,0,0,0,0,4.0,0,0,0,1,0,0,10,0,0,21.0,0,0,34.0,0,0,0,1,0,3,0,0.0,0
3680,0,310.2,0.0,1,14,0,0,0,0,0,0.613475,1,0,4.35,0,27,1,0,0,1,0,0,5.3,0.0,0,0,0,1,1,1,0,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,85.6,0,0,1,0.0,-1.0,1,5,0,24.05,26,0,0,25.0,0,0,0,0,0,0,0,0,9,1,0.0,0,0,0.711525,1,0,17,1,1,0.0,0,0,0,0,3.0,0,0,3,1,1,0,16,0,0,2.0,0,0,24.0,0,0,0,1,1,4,0,0.0,0
3681,0,0.0,0.0,0,9,1,0,0,0,0,0.150288,0,0,6.8,0,47,1,0,0,1,1,0,0.6,0.0,0,1,0,0,0,1,0,0,0,0,4.0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,54.1,0,0,0,0.0,24.5,0,4,1,0.0,18,1,0,62.0,0,0,1,0,0,0,0,0,7,0,95.0,0,0,0.221712,0,1,12,0,1,11.5,0,0,0,0,0.0,0,0,0,0,0,0,11,0,1,24.0,0,1,18.0,0,0,0,1,0,4,0,0.0,0
3682,1,0.0,2213.625,0,72,0,0,0,1,0,0.9279599999999999,0,0,32.825,0,71,0,0,1,1,0,0,7.3999999999999995,61.25,1,0,1,0,0,1,0,1,0,0,34.5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2126.825,0,0,0,0.0,10.9,0,30,0,0.0,19,0,0,22.0,0,0,1,0,0,1,1,0,38,0,2700.0,0,1,0.70004,0,1,10,0,0,48.75,0,0,0,1,2.0,0,0,0,1,0,1,-1,0,1,13.0,0,0,32.0,0,0,0,1,0,1,1,0.0,0
3683,0,1275.40625,560.8,0,27,0,0,0,1,1,2.178066,1,0,6.65,1,29,0,0,1,1,0,0,6.1,20.75,1,0,1,1,1,0,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,205.1,0,0,0,224.90625,38.800000000000004,1,10,1,53.65,25,0,0,66.0,0,0,0,0,0,0,0,0,11,1,615.0,1,0,1.847934,0,0,16,0,1,24.25,1,0,0,1,6.0,0,0,5,0,0,0,-1,0,0,7.0,0,0,17.0,0,0,0,1,0,5,1,40.05,0
3684,0,0.0,335.4,0,15,0,1,0,0,0,0.35638400000000003,1,0,6.3,0,23,0,0,1,1,0,0,8.6,22.5,1,1,1,0,1,1,0,1,0,1,2.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,103.05,1,0,0,0.0,7.5,0,5,1,0.0,15,0,0,14.0,0,0,1,0,0,0,0,0,5,0,335.0,1,0,0.8476159999999999,0,0,12,0,1,26.0,1,0,0,1,2.0,0,0,0,0,0,0,14,0,1,2.0,0,0,19.0,0,0,0,1,0,5,1,0.0,0
3685,1,0.0,0.0,1,31,1,0,0,0,0,0.7733880000000002,0,0,10.2,0,71,1,0,1,1,0,0,13.200000000000001,0.0,0,1,0,0,1,1,0,1,0,0,6.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,324.55,0,0,0,0.0,18.3,0,11,1,0.0,23,0,0,31.0,0,0,0,0,0,0,0,0,16,0,0.0,0,1,3.3186120000000003,0,0,21,1,0,0.0,0,0,0,0,12.5,1,0,10,0,0,0,-1,1,0,37.0,0,0,26.0,0,0,0,1,0,1,0,0.0,0
3686,0,0.0,359.95,0,20,0,0,0,0,0,0.9243709999999999,0,0,8.05,0,29,0,0,1,1,1,0,4.3,17.25,0,0,0,1,1,1,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,162.55,0,0,0,0.0,22.700000000000003,0,8,1,0.0,20,0,1,37.0,0,0,0,0,0,1,0,0,11,0,0.0,0,0,0.666629,0,0,14,0,0,0.0,0,0,0,0,3.0,0,0,0,0,0,1,-1,0,0,7.0,0,0,16.0,0,0,0,1,0,1,1,0.0,0
3687,0,1275.40625,2213.625,0,72,0,0,0,0,0,3.40938,0,0,18.35,1,57,0,0,0,1,0,0,19.5,61.25,1,0,1,0,0,1,0,0,0,0,20.0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1266.2,0,0,0,224.90625,62.7,0,29,1,56.95,21,0,0,124.0,0,1,0,1,0,0,0,0,39,0,1775.0,1,0,9.316497750000002,0,0,16,0,0,25.25,0,0,0,1,0.0,0,1,0,0,0,0,-1,0,0,31.0,0,0,21.0,0,0,1,1,0,1,1,52.40625,0
3688,0,0.0,2110.8,0,59,0,0,1,1,1,0.04756,1,0,10.8,0,27,0,0,0,1,0,0,1.0,35.25,0,0,1,0,0,0,0,1,0,1,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,624.85,0,0,0,0.0,12.5,0,9,1,0.0,11,0,0,29.0,0,0,0,0,0,1,0,0,9,0,340.0,0,0,0.24244,0,0,12,0,0,6.75,0,0,0,1,10.0,0,0,7,0,0,1,11,0,0,8.0,0,1,27.0,1,0,0,1,0,4,1,0.0,0
3689,0,0.0,0.0,1,32,0,0,0,1,0,1.846152,0,0,9.9,0,29,0,0,1,1,0,0,16.2,0.0,0,0,1,0,0,1,0,1,0,0,8.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,378.9,0,0,0,0.0,12.4,0,11,1,0.0,18,0,0,22.0,0,0,1,0,0,0,0,0,11,0,345.0,0,0,1.717848,0,0,11,0,1,12.0,0,0,1,0,2.0,0,0,0,1,0,0,-1,0,0,4.0,0,0,30.0,0,1,0,1,0,3,0,0.0,0
3690,0,0.0,0.0,0,71,1,0,0,0,1,0.5019300000000001,0,0,24.45,0,79,0,0,1,1,0,0,19.8,0.0,0,0,0,0,0,1,0,1,0,0,34.5,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1632.6,0,0,0,0.0,6.0,0,29,0,0.0,21,0,0,13.0,0,0,0,0,0,0,0,0,39,0,1175.0,0,1,2.07207,0,1,10,1,0,16.25,0,0,0,1,3.0,0,0,3,0,1,0,-1,0,0,53.0,0,0,19.0,0,0,0,1,0,1,0,0.0,0
